number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test.rho2,user_attrs_test_acc,state,Rank,numLC,case,user_attrs_scaledentropy,rho
16,0.645546138,20:28.6,20:34.8,6,class-specific,0.012489965,128,128,NA,NA,2,0.080810701,1500,10,0.005667565,0.003947901,0.412398696,0.730088472,COMPLETE,1,4,1372,0.668706119,0.412398696
42,0.645548999,41:57.9,42:06.8,8,class-specific,0.006654711,64,128,256,NA,3,0.154495887,1500,10,0.009175571,0.006201086,0.412395954,0.723451316,COMPLETE,1,3,2286,0.511990964,0.412395954
33,0.645550728,15:18.5,15:27.2,8,class-specific,0.011897954,64,256,NA,NA,2,0.294791072,900,20,0.004822,0.000894128,0.412394404,0.721792042,COMPLETE,5,4,929,0.335113108,0.412394404
37,0.645550728,15:28.0,15:36.3,8,class-specific,0.007955754,64,64,NA,NA,2,0.326569546,600,1,0.000688787,0.006455801,0.412394345,0.723451316,COMPLETE,3,3,1567,0.746963382,0.412394345
17,0.645551383,02:15.2,02:18.6,3,class-specific,0.01436117,256,256,64,64,4,0.399972129,600,20,0.000676406,0.009727104,0.412393808,0.722345114,COMPLETE,3,4,38,0.427434981,0.412393808
18,0.645554781,48:40.4,48:45.5,5,class-specific,0.033811314,64,64,NA,NA,2,0.185369508,600,20,0.000269602,0.000100272,0.412390709,0.72511059,COMPLETE,5,3,1874,0.444028676,0.412390709
31,0.645556509,01:41.6,01:46.8,5,class-specific,0.015584047,256,128,NA,NA,2,0.132050033,1500,40,0.000140833,0.00403583,0.4123891,0.721238911,COMPLETE,2,4,1730,0.612655163,0.4123891
47,0.645557344,06:08.1,06:12.0,3,class-specific,0.019432039,256,256,NA,NA,2,0.253056285,600,40,0.000198947,0.006338375,0.412388384,0.727322996,COMPLETE,1,4,3368,0.490359306,0.412388384
39,0.645562232,32:53.5,33:07.4,13,class-specific,0.007284115,64,128,NA,NA,2,0.168103664,1500,20,0.001013895,0.005178099,0.412383914,0.723451316,COMPLETE,3,4,855,0.579742968,0.412383914
41,0.645562768,44:31.0,44:49.9,18,class-specific,0.023435959,64,64,NA,NA,2,0.232439811,1500,10,0.005143046,0.00020817,0.412383437,0.727322996,COMPLETE,2,4,421,0.658957422,0.412383437
33,0.645563602,13:56.9,14:06.7,9,class-specific,0.01507571,128,128,NA,NA,2,0.096974702,1500,20,0.00130648,0.00039289,0.412382543,0.724557519,COMPLETE,5,3,222,0.378421038,0.412382543
33,0.645564139,14:44.4,14:52.0,7,class-specific,0.013376123,64,64,NA,NA,2,0.159825019,1500,20,0.000378348,0.000330242,0.412382126,0.727322996,COMPLETE,3,4,3111,0.689330518,0.412382126
12,0.645566463,52:32.5,52:43.6,11,class-specific,0.016753953,128,256,NA,NA,2,0.008592326,300,20,0.00358898,0.009040845,0.41238004,0.724004447,COMPLETE,2,3,745,0.662847579,0.41238004
25,0.645566881,49:10.9,49:15.1,4,class-specific,0.014056599,128,128,NA,NA,2,0.198191606,1500,20,0.001664676,0.000156106,0.412379682,0.715154886,COMPLETE,3,4,1151,0.740122855,0.412379682
44,0.64556843,32:46.6,32:49.8,3,class-specific,0.00783898,64,256,NA,NA,2,0.133773017,900,20,0.001645118,0.003408438,0.412378311,0.725663722,COMPLETE,3,4,2043,0.6144346,0.412378311
41,0.645568728,01:15.9,01:20.8,4,class-specific,0.008712693,64,64,NA,NA,2,0.31301437,1500,20,0.001164816,0.00018046,0.412377954,0.718473434,COMPLETE,4,3,2101,0.61293608,0.412377954
46,0.645568967,55:48.9,55:59.4,10,class-specific,0.020937307,256,128,NA,NA,2,0.071219939,300,40,0.008114453,0.00035167,0.412377834,0.727322996,COMPLETE,3,3,614,0.66095525,0.412377834
27,0.645569146,16:54.2,17:06.9,12,class-specific,0.006002614,256,64,NA,NA,2,0.189831331,600,40,0.003118608,0.000883078,0.412377656,0.717367232,COMPLETE,3,3,503,0.540332019,0.412377656
32,0.645570934,22:37.0,22:41.0,3,class-specific,0.025512808,128,128,NA,NA,2,0.15410657,900,10,0.000518038,0.003525751,0.412375987,0.718473434,COMPLETE,2,4,3448,0.685876369,0.412375987
7,0.645571053,06:33.7,06:36.6,2,class-specific,0.036201344,128,256,NA,NA,2,0.214799248,600,1,0.000405806,0.001208255,0.412375927,0.721238911,COMPLETE,5,3,1496,0.728839278,0.412375927
41,0.645572543,02:33.5,02:45.3,11,class-specific,0.011682179,64,64,64,NA,3,0.092707883,1200,40,0.00018458,0.002208065,0.412374616,0.735619485,COMPLETE,5,3,932,0.517665505,0.412374616
41,0.645573854,27:04.4,27:15.1,10,class-specific,0.023881818,128,64,NA,NA,2,0.022225348,300,20,0.00464482,0.001685304,0.412373364,0.733960152,COMPLETE,1,4,886,0.633532226,0.412373364
43,0.645574629,24:38.5,24:41.3,2,class-specific,0.01816467,256,64,NA,NA,2,0.108174086,600,20,0.0003397,0.000462686,0.412372649,0.721238911,COMPLETE,1,3,2628,0.692027688,0.412372649
49,0.645575881,12:08.4,12:23.0,14,class-specific,0.010592497,256,256,64,NA,3,0.216695055,1200,20,0.000527256,0.000332242,0.412371516,0.731747806,COMPLETE,1,4,734,0.438067377,0.412371516
47,0.645576179,25:33.3,25:38.0,4,class-specific,0.017823724,256,64,NA,NA,2,0.156147368,300,20,0.000190818,0.00056418,0.412371218,0.718473434,COMPLETE,2,4,2536,0.448193073,0.412371218
19,0.645576596,08:36.8,08:47.4,10,class-specific,0.010121829,64,64,NA,NA,2,0.208413616,300,40,0.00625705,0.000234165,0.41237092,0.72068584,COMPLETE,4,4,298,0.475681961,0.41237092
48,0.645576537,31:38.2,31:49.8,11,class-specific,0.014495183,64,64,256,NA,3,0.050580017,300,20,0.000338241,0.006333269,0.41237092,0.719026566,COMPLETE,3,4,583,0.399746507,0.41237092
41,0.645577192,22:47.7,22:51.9,4,class-specific,0.011729221,64,256,NA,NA,2,0.300560456,1500,40,0.00905809,0.001485592,0.412370324,0.726769924,COMPLETE,1,3,1868,0.670439959,0.412370324
22,0.645578802,25:23.5,25:27.6,4,class-specific,0.013465321,64,64,NA,NA,2,0.167326872,900,10,0.000177681,0.000212135,0.412368894,0.719026566,COMPLETE,2,4,2161,0.623105407,0.412368894
6,0.64557904,35:29.9,35:34.7,4,class-specific,0.020664784,64,256,NA,NA,2,0.065612971,1200,10,0.000194888,0.001001038,0.412368596,0.731747806,COMPLETE,1,3,1536,0.52367723,0.412368596
35,0.645580471,27:04.0,27:13.3,9,class-specific,0.01992078,256,128,NA,NA,2,0.248469691,1200,40,0.000169033,0.000543743,0.412367284,0.720132768,COMPLETE,4,3,820,0.634357214,0.412367284
34,0.64558208,59:04.4,59:12.0,7,class-specific,0.010918924,128,256,NA,NA,2,0.375231147,900,40,0.000686921,0.001000008,0.412365854,0.722345114,COMPLETE,1,2,1437,0.397047728,0.412365854
49,0.645583034,02:02.0,02:17.3,15,class-specific,0.017053497,128,128,128,NA,3,0.11062529,1500,10,0.004263804,0.001002872,0.412365079,0.728429198,COMPLETE,3,4,178,0.527845085,0.412365079
35,0.645584106,41:19.0,41:31.7,12,class-specific,0.008770525,256,128,NA,NA,2,0.058881702,1500,20,0.001479349,0.000665729,0.412363946,0.728982329,COMPLETE,5,3,802,0.713519871,0.412363946
17,0.645586014,54:41.3,54:45.3,3,class-specific,0.033250333,64,64,128,64,4,0.075507279,900,1,0.005702932,0.000238617,0.412362337,0.730088472,COMPLETE,1,2,995,0.714802265,0.412362337
33,0.64558816,03:39.6,03:44.2,4,class-specific,0.012070361,128,128,NA,NA,2,0.08783626,1500,40,0.000557833,0.000200431,0.412360311,0.728982329,COMPLETE,2,4,1281,0.646330953,0.412360311
23,0.645589232,09:41.4,09:46.2,4,shared,0.009351622,64,256,NA,NA,2,0.052061171,1500,40,0.000876315,0.00541887,0.412359357,0.721792042,COMPLETE,2,4,1181,0.491155714,0.412359357
20,0.64559269,54:52.5,55:00.8,8,shared,0.007534116,128,256,64,NA,3,0.285943338,1500,10,0.001023402,0.000172689,0.412356138,0.726769924,COMPLETE,3,4,1426,0.557388961,0.412356138
20,0.645594358,12:12.8,12:22.2,9,class-specific,0.007102119,128,128,NA,NA,2,0.07474351,1200,40,0.000204731,0.000861691,0.412354708,0.717920363,COMPLETE,3,4,901,0.739242196,0.412354708
46,0.645597041,20:09.8,20:25.5,15,class-specific,0.021533373,256,256,64,NA,3,0.180696722,1200,10,0.000977269,0.005930996,0.412352145,0.724557519,COMPLETE,5,4,542,0.454978645,0.412352145
14,0.645597816,11:17.9,11:25.1,7,class-specific,0.00627972,128,256,NA,NA,2,0.262551567,1500,20,0.000894186,0.000630396,0.412351608,0.717920363,COMPLETE,4,4,1775,0.592628539,0.412351608
32,0.645597875,44:25.4,44:36.4,11,class-specific,0.008815689,64,128,64,NA,3,0.364606743,900,40,0.000260145,0.001777631,0.412351489,0.718473434,COMPLETE,1,3,926,0.57457602,0.412351489
32,0.645599484,29:20.9,29:26.2,5,class-specific,0.016340902,256,256,NA,NA,2,0.240789322,1200,20,0.000165344,0.000548407,0.412349999,0.717920363,COMPLETE,4,4,1172,0.641890466,0.412349999
0,0.645601809,12:37.1,12:42.4,5,class-specific,0.007206868,256,128,64,64,4,0.027786754,1200,20,0.007819438,0.002576862,0.412347972,0.715707958,COMPLETE,5,4,1383,0.447819471,0.412347972
7,0.645601988,12:46.9,12:51.6,4,class-specific,0.015110908,128,128,256,NA,3,0.125322147,300,40,0.003541235,0.000929639,0.412347794,0.714048684,COMPLETE,4,3,1220,0.62903446,0.412347794
25,0.645604253,55:31.4,55:35.1,3,class-specific,0.014346966,128,64,NA,NA,2,0.188293647,900,10,0.000308466,0.000752256,0.412345707,0.722898245,COMPLETE,1,3,1129,0.792740583,0.412345707
39,0.645604134,28:06.0,28:21.3,15,class-specific,0.009862731,256,256,NA,NA,2,0.323754706,1500,20,0.000322963,0.001319592,0.412345707,0.732854009,COMPLETE,2,4,744,0.472631305,0.412345707
31,0.645604968,48:51.0,48:57.5,6,class-specific,0.013752399,64,256,NA,NA,2,0.370731687,1500,20,0.004536195,0.002627922,0.412345111,0.722345114,COMPLETE,1,4,2976,0.639499724,0.412345111
41,0.645608306,32:18.0,32:25.5,7,class-specific,0.008874802,256,64,NA,NA,2,0.340709823,1500,20,0.004213272,0.000129408,0.412342072,0.730641603,COMPLETE,2,4,2354,0.681719661,0.412342072
13,0.645613015,13:07.4,13:12.4,4,class-specific,0.004413204,128,256,NA,NA,2,0.396133177,1200,40,0.000384474,0.000150193,0.41233772,0.715154886,COMPLETE,3,4,2105,0.542564511,0.41233772
30,0.64561528,22:39.3,22:46.0,6,class-specific,0.011528353,128,64,NA,NA,2,0.338938783,1200,20,0.004092371,0.001800789,0.412335634,0.732300878,COMPLETE,1,4,1624,0.627589583,0.412335634
20,0.645617187,12:32.0,12:36.4,4,class-specific,0.009200448,256,64,128,NA,3,0.191858121,600,40,0.000152269,0.005802786,0.412333906,0.725663722,COMPLETE,2,4,2337,0.708203197,0.412333906
47,0.645618558,40:23.6,40:28.5,4,class-specific,0.01020803,64,256,NA,NA,2,0.096158621,600,40,0.000652019,0.000309998,0.412332654,0.72068584,COMPLETE,5,4,1656,0.459563941,0.412332654
45,0.645620584,05:06.3,05:24.6,18,class-specific,0.01656249,128,64,NA,NA,2,0.302311793,1500,10,0.000400612,0.003330564,0.412330806,0.719026566,COMPLETE,3,3,550,0.443871975,0.412330806
31,0.645621657,33:47.9,33:59.3,11,class-specific,0.030996226,128,64,NA,NA,2,0.10281023,1200,20,0.004742111,0.00061634,0.412329853,0.718473434,COMPLETE,4,3,171,0.285770714,0.412329853
11,0.64562279,18:27.3,18:46.1,18,class-specific,0.023876644,128,64,NA,NA,2,0.298099679,600,1,0.00237515,0.000483313,0.412328959,0.718473434,COMPLETE,5,4,270,0.334814668,0.412328959
13,0.645624578,15:26.1,15:46.6,20,class-specific,0.009896416,256,64,NA,NA,2,0.131318008,900,10,0.000613558,0.009576042,0.41232723,0.713495553,COMPLETE,1,3,507,0.623131692,0.41232723
24,0.645628393,41:57.0,42:02.3,5,class-specific,0.019516809,256,64,NA,NA,2,0.243832088,900,40,0.001924349,0.007190113,0.412323713,0.716261089,COMPLETE,2,3,2071,0.296855003,0.412323713
39,0.645630002,44:10.0,44:22.2,12,class-specific,0.010438972,64,128,NA,NA,2,0.328763417,1200,40,0.007450912,0.006206425,0.412322044,0.728429198,COMPLETE,2,3,347,0.667900085,0.412322044
22,0.6456303,39:37.0,39:39.8,2,class-specific,0.022435744,64,128,NA,NA,2,0.217732614,900,10,0.002918013,0.003359714,0.412321866,0.732854009,COMPLETE,1,3,3038,0.660329819,0.412321866
44,0.645630836,12:57.4,13:03.7,6,class-specific,0.019905041,256,64,128,NA,3,0.080031628,1200,40,0.000143793,0.000117869,0.412321508,0.730641603,COMPLETE,3,3,1927,0.626146436,0.412321508
43,0.645635426,10:17.2,10:22.8,5,class-specific,0.031650751,128,64,NA,NA,2,0.355465511,600,1,0.005331793,0.000478362,0.412317276,0.719026566,COMPLETE,1,4,2560,0.388516754,0.412317276
19,0.645640671,37:33.8,37:38.1,4,class-specific,0.034876842,256,128,NA,NA,2,0.33055186,1500,20,0.00489336,0.004163766,0.412312627,0.717367232,COMPLETE,4,4,3221,0.683639526,0.412312627
32,0.645642459,33:17.1,33:23.1,5,class-specific,0.0123079,128,256,NA,NA,2,0.070283487,1200,10,0.00136639,0.001968339,0.412310958,0.711283207,COMPLETE,2,3,3125,0.60392195,0.412310958
34,0.645642996,04:38.9,04:53.3,14,class-specific,0.008806729,64,256,128,NA,3,0.300218685,1200,20,0.001763536,0.000188405,0.412310421,0.715154886,COMPLETE,2,4,616,0.496097922,0.412310421
17,0.645643294,19:32.0,19:35.7,3,class-specific,0.012536068,256,64,256,NA,3,0.07159665,600,20,0.000378927,0.00122413,0.412310064,0.72068584,COMPLETE,4,4,2781,0.602752566,0.412310064
36,0.645643413,59:25.3,59:30.4,5,class-specific,0.035134836,128,128,NA,NA,2,0.263247489,300,20,0.002380021,0.001516541,0.412310004,0.722898245,COMPLETE,4,4,2252,0.735218823,0.412310004
14,0.645643532,48:17.1,48:29.7,12,class-specific,0.0281075,128,64,NA,NA,2,0.12611867,900,20,0.001524884,0.000664428,0.412309945,0.728429198,COMPLETE,3,3,694,0.422961533,0.412309945
32,0.64564383,58:31.3,58:36.6,5,class-specific,0.010900257,128,64,NA,NA,2,0.164775953,1500,20,0.002355977,0.000173487,0.412309587,0.718473434,COMPLETE,5,4,2845,0.735709131,0.412309587
39,0.645644248,13:48.2,14:11.2,23,class-specific,0.011945221,128,64,NA,NA,2,0.369070045,1500,10,0.001967535,0.001040525,0.412309229,0.723451316,COMPLETE,1,2,490,0.737274289,0.412309229
23,0.645646214,05:11.4,05:23.7,12,class-specific,0.014315115,256,128,128,NA,3,0.000799558,1200,20,0.000458961,0.001356354,0.412307501,0.72068584,COMPLETE,4,4,804,0.436567873,0.412307501
34,0.645647049,23:38.6,23:43.0,4,class-specific,0.018831032,128,128,128,NA,3,0.071346884,600,20,0.000226205,0.000101749,0.412306666,0.723451316,COMPLETE,1,2,1418,0.648467839,0.412306666
45,0.645647883,08:22.2,08:39.2,17,class-specific,0.019762945,64,128,NA,NA,2,0.05909791,1500,10,0.00376943,0.009866315,0.412306011,0.727876127,COMPLETE,2,3,506,0.578732133,0.412306011
39,0.645651639,43:41.6,43:49.8,8,class-specific,0.007285377,128,128,NA,NA,2,0.061343822,1500,10,0.000243252,0.001878419,0.412302673,0.732300878,COMPLETE,3,3,1860,0.703049839,0.412302673
2,0.645651698,43:46.8,44:02.0,15,class-specific,0.004783104,64,64,NA,NA,2,0.353064083,1500,1,0.005012765,0.002127596,0.412302554,0.727876127,COMPLETE,5,4,35,0.550286114,0.412302554
43,0.645652056,59:51.9,59:55.6,3,class-specific,0.018642545,64,256,NA,NA,2,0.316838998,1200,40,0.000360022,0.000690124,0.412302077,0.707964599,COMPLETE,3,3,3522,0.705673695,0.412302077
28,0.645654082,23:17.5,23:20.8,3,class-specific,0.030021366,64,64,NA,NA,2,0.08092836,900,10,0.000463213,0.000239838,0.412300348,0.724004447,COMPLETE,1,4,1638,0.668851793,0.412300348
23,0.645654202,29:54.9,30:07.4,12,class-specific,0.01002944,256,64,128,NA,3,0.337930786,1200,40,0.002656318,0.000584337,0.412300229,0.712942481,COMPLETE,3,4,788,0.394090295,0.412300229
33,0.645654321,59:12.8,59:23.5,10,class-specific,0.031875911,128,64,NA,NA,2,0.232926923,1200,20,0.000619688,0.002945139,0.41230011,0.720132768,COMPLETE,4,4,842,0.462354541,0.41230011
48,0.645654917,39:44.7,39:53.7,8,class-specific,0.015113747,128,128,NA,NA,2,0.243082094,1200,40,0.002668306,0.001474499,0.412299514,0.72511059,COMPLETE,2,3,922,0.686156094,0.412299514
31,0.645655155,03:01.3,03:06.8,5,class-specific,0.0083743,64,256,NA,NA,2,0.136074762,300,40,0.000874319,0.003128188,0.412299395,0.728429198,COMPLETE,5,4,2504,0.494396955,0.412299395
31,0.645656109,21:51.7,22:01.1,9,class-specific,0.008299385,256,128,NA,NA,2,0.313152209,600,40,0.000540357,0.009963562,0.412298381,0.715707958,COMPLETE,5,4,794,0.659373164,0.412298381
33,0.645660698,39:49.2,39:54.5,5,class-specific,0.010231841,256,128,NA,NA,2,0.327096585,1200,40,0.001595565,0.001244471,0.412294328,0.729535401,COMPLETE,5,4,2512,0.601181209,0.412294328
26,0.645661592,20:00.1,20:04.8,4,class-specific,0.010266447,64,64,NA,NA,2,0.180240443,1500,20,0.001050495,0.001951792,0.412293553,0.733960152,COMPLETE,3,4,2379,0.777299583,0.412293553
14,0.645662248,57:28.2,57:40.1,11,class-specific,0.026056333,256,128,NA,NA,2,0.168774141,900,20,0.003084568,0.000105535,0.412292838,0.728429198,COMPLETE,1,2,724,0.389958203,0.412292838
25,0.645662606,08:47.0,08:51.3,4,class-specific,0.011122684,128,128,NA,NA,2,0.399562643,300,40,0.005774501,0.000193244,0.4122926,0.72068584,COMPLETE,1,4,3651,0.721320093,0.4122926
6,0.645662546,03:27.4,03:36.8,9,class-specific,0.003168492,128,256,NA,NA,2,0.068791674,1200,1,0.00481209,0.000913959,0.4122926,0.712942481,COMPLETE,5,4,2362,0.665464401,0.4122926
25,0.645662546,22:12.6,22:23.0,10,class-specific,0.01271572,128,64,128,NA,3,0.033868215,1500,20,0.000141663,0.000101135,0.4122926,0.721238911,COMPLETE,4,4,933,0.499324292,0.4122926
39,0.645663023,00:36.0,00:41.7,5,class-specific,0.012959075,256,64,NA,NA,2,0.207780191,900,40,0.007500556,0.000304397,0.412292242,0.707411528,COMPLETE,1,4,1416,0.279315919,0.412292242
19,0.645663917,02:27.1,02:31.3,4,class-specific,0.014977416,256,128,128,NA,3,0.280203093,900,1,0.000695854,0.000505795,0.412291408,0.719579637,COMPLETE,4,4,1702,0.551585436,0.412291408
31,0.645664454,02:23.1,02:34.6,11,class-specific,0.015852671,256,64,256,NA,3,0.25545055,600,20,0.006233807,0.000535812,0.412290871,0.72068584,COMPLETE,1,3,427,0.546544909,0.412290871
32,0.645665109,53:26.6,53:30.6,4,class-specific,0.036080473,64,256,NA,NA,2,0.229510255,300,20,0.0020752,0.006644647,0.412290335,0.731194675,COMPLETE,5,4,2844,0.615490377,0.412290335
20,0.645665169,57:39.9,57:46.2,6,class-specific,0.018864313,64,128,256,256,4,0.04576029,1500,20,0.000192329,0.000931492,0.412290215,0.72511059,COMPLETE,1,4,2733,0.614672303,0.412290215
40,0.645665884,34:38.2,34:41.5,3,shared,0.033676612,256,128,NA,NA,2,0.261799438,900,10,0.005402278,0.000199065,0.412289679,0.723451316,COMPLETE,3,4,2905,0.436962783,0.412289679
27,0.645665705,34:40.7,34:51.5,10,class-specific,0.006312037,128,256,128,NA,3,0.398530192,600,40,0.004556644,0.009713782,0.412289679,0.71238941,COMPLETE,3,4,685,0.184646845,0.412289679
43,0.645666361,55:58.6,56:03.8,5,class-specific,0.019374393,64,256,NA,NA,2,0.129369544,1500,10,0.00026546,0.000878579,0.412289143,0.739491165,COMPLETE,1,3,1839,0.626127481,0.412289143
33,0.645670056,32:31.1,32:38.4,7,class-specific,0.015090647,64,128,NA,NA,2,0.265899211,1500,10,0.006324669,0.001285782,0.412285924,0.721792042,COMPLETE,4,4,1042,0.350873202,0.412285924
39,0.645671248,15:31.4,15:40.1,8,class-specific,0.01531582,128,128,NA,NA,2,0.248667267,900,20,0.002089904,0.005622372,0.412284553,0.721238911,COMPLETE,4,4,434,0.542239666,0.412284553
31,0.645674169,36:15.9,36:20.1,4,class-specific,0.008776468,256,256,NA,NA,2,0.255361367,1200,40,0.000399552,0.000261065,0.41228205,0.709623873,COMPLETE,5,4,2840,0.720499277,0.41228205
43,0.64567858,24:44.2,24:55.4,11,class-specific,0.006269427,128,256,NA,NA,2,0.3274672,1200,40,0.001170495,0.001163034,0.412278116,0.730088472,COMPLETE,5,3,408,0.405957609,0.412278116
48,0.645679951,35:29.5,35:34.4,4,class-specific,0.009362897,64,256,NA,NA,2,0.282999423,1500,20,0.001837028,0.005083495,0.412276745,0.727322996,COMPLETE,2,3,1595,0.752755523,0.412276745
31,0.645681858,01:56.0,01:59.7,3,class-specific,0.010185726,64,64,64,NA,3,0.079482324,1500,20,0.004660913,0.000226527,0.412275016,0.711836278,COMPLETE,3,3,1192,0.543208599,0.412275016
45,0.645682991,59:58.6,00:03.8,5,class-specific,0.024898896,256,128,NA,NA,2,0.205352939,1500,10,0.009878458,0.002726963,0.412273943,0.717367232,COMPLETE,4,3,1240,0.608635128,0.412273943
49,0.645685732,36:08.6,36:12.7,4,class-specific,0.010947631,256,128,NA,NA,2,0.281462385,1200,10,0.003813793,0.000495922,0.412271619,0.717920363,COMPLETE,3,3,2271,0.611648381,0.412271619
35,0.645687938,10:11.7,10:16.5,4,class-specific,0.010681827,256,128,NA,NA,2,0.075970966,1500,20,0.000285245,0.000170991,0.412269473,0.707411528,COMPLETE,1,4,3445,0.427592456,0.412269473
48,0.645688891,23:34.8,23:41.2,6,class-specific,0.010309879,64,128,256,NA,3,0.266030633,900,40,0.001624656,0.00016833,0.412268698,0.72068584,COMPLETE,4,3,1099,0.705646753,0.412268698
45,0.645690084,12:59.1,13:06.9,7,class-specific,0.009279863,64,256,128,NA,3,0.171981709,1500,10,0.000809573,0.000540292,0.412267506,0.727876127,COMPLETE,5,3,1485,0.677853286,0.412267506
21,0.645691752,10:03.6,10:11.9,8,class-specific,0.007895707,256,128,64,NA,3,0.063111687,900,1,0.001353796,0.000445575,0.412266076,0.715154886,COMPLETE,1,3,1644,0.582532763,0.412266076
25,0.64569211,30:30.2,30:57.5,27,class-specific,0.017541414,256,128,64,NA,3,0.335439318,900,1,0.000313281,0.000363386,0.412265778,0.71681416,COMPLETE,2,3,489,0.589777648,0.412265778
42,0.645692408,08:02.0,08:07.7,5,class-specific,0.011191012,64,128,NA,NA,2,0.198199316,1200,40,0.009979352,0.000215789,0.41226542,0.719579637,COMPLETE,2,4,2939,0.492195308,0.41226542
4,0.645692289,08:25.9,08:30.1,4,class-specific,0.028715302,64,64,NA,NA,2,0.060656508,600,10,0.008448228,0.000117449,0.41226542,0.736725688,COMPLETE,1,3,1554,0.633262813,0.41226542
29,0.645692825,21:54.1,22:12.1,17,class-specific,0.00847768,128,256,256,128,4,0.235483468,1500,20,0.006254962,0.001471413,0.412265062,0.719579637,COMPLETE,1,4,867,0.523460865,0.412265062
20,0.64569664,57:04.0,57:09.9,5,class-specific,0.018969701,256,64,128,NA,3,0.266034151,1500,20,0.002473127,0.003820408,0.412261665,0.722345114,COMPLETE,1,4,3754,0.669124544,0.412261665
21,0.645696819,51:00.7,51:13.9,13,class-specific,0.011244464,128,64,256,NA,3,0.241681418,900,40,0.002141542,0.000748257,0.412261426,0.715707958,COMPLETE,3,3,729,0.605331719,0.412261426
41,0.645696819,03:12.1,03:18.1,6,class-specific,0.006206185,64,256,128,NA,3,0.384370758,1500,20,0.000512321,0.000171171,0.412261367,0.722898245,COMPLETE,2,4,3183,0.446833253,0.412261367
